resource-date,entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource,name
2018-05-22,2017-12-22,local-authority-eng:NEW,BLR_Brans_001,"Merryfield Park, Derritt Lane, Sopley",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=0,yes,not owned by a public authority,permissioned,full planning permission,,50.782055,-1.747586,0.88,,,2017-12-22,,". 4, one-bedroom houses, 6 two-bedroom houses, 4 three-bedroom houses, 8 four-bedroom houses. Demolition of existing 2 two bedroom dwellings. http://planning.newforest.gov.uk/online-applications/",1acf19740ab8d8c3a94b15e10ea9c893d64044cad8e79f6ca7d9057277cbfa26,New Forest District Council
2018-05-22,2017-12-22,local-authority-eng:NEW,BLR_Fawl_001,"Methodist Church Land Of Long Lane, Fawley",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=1,yes,not owned by a public authority,permissioned,full planning permission,,50.839653,-1.389601,0.17,,,2017-12-22,,". 1 two-bedroom bungalow, 4 three-bedroom houses. http://planning.newforest.gov.uk/online-applications/",1acf19740ab8d8c3a94b15e10ea9c893d64044cad8e79f6ca7d9057277cbfa26,New Forest District Council
2018-05-22,2017-12-22,local-authority-eng:NEW,BLR_Fawl_002,"Site of the Former Fawley Power Station, Fawley",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=2,,not owned by a public authority,not permissioned,,,50.819675,-1.329304,49,,,2017-12-22,,. Around 1380 dwellings. https://democracy.newforest.gov.uk/documents/s6621/Local%20Plan%20Report%20-%20Appendix%20B.pdf,1acf19740ab8d8c3a94b15e10ea9c893d64044cad8e79f6ca7d9057277cbfa26,New Forest District Council
2018-05-22,2017-12-22,local-authority-eng:NEW,BLR_Fording_001,"Unit B Fordingbridge Business Park Ashford Road, Fordingbridge",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=3,yes,not owned by a public authority,permissioned,other,,50.928607,-1.806759,0.15,,,2017-12-22,,. 5 one-bedroom flats. http://planning.newforest.gov.uk/online-applications/,1acf19740ab8d8c3a94b15e10ea9c893d64044cad8e79f6ca7d9057277cbfa26,New Forest District Council
2018-05-22,2017-12-22,local-authority-eng:NEW,BLR_Fording_002,"Ashford Works, Fordingbridge",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=4,,not owned by a public authority,not permissioned,,,50.927304,-1.806299,0.3,5,9,2017-12-22,,"Small 0.3ha employment site surrounded by residential. Site in very poor condition, buildings in very poor condition and would appear unlikely to attract future commercial occupiers. Some units appear vacant. Not a particularly suitable location for the light industrial uses currently present. Could probably accommodate 5-9 dwellings. Also promoted in Call for Sites.",1acf19740ab8d8c3a94b15e10ea9c893d64044cad8e79f6ca7d9057277cbfa26,New Forest District Council
2018-05-22,2017-12-22,local-authority-eng:NEW,BLR_Fording_003,"Fordingbridge Club, Roundhill, Fordingbridge",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=5,yes,not owned by a public authority,permissioned,full planning permission,,50.927596,-1.790917,0.1,,,2017-12-22,,". 4 two-bedrooom terraced houses, 2 two-bedroom detached houses, 2 two-bedroom flats. http://planning.newforest.gov.uk/online-applications/",1acf19740ab8d8c3a94b15e10ea9c893d64044cad8e79f6ca7d9057277cbfa26,New Forest District Council
2018-05-22,2017-12-22,local-authority-eng:NEW,BLR_Hythe_001,"2 South Street, Hythe",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=6,yes,not owned by a public authority,permissioned,full planning permission,,50.868033,-1.397012,0.27,,,2017-12-22,,. 36 Sheltered Apartments. http://planning.newforest.gov.uk/online-applications/,1acf19740ab8d8c3a94b15e10ea9c893d64044cad8e79f6ca7d9057277cbfa26,New Forest District Council
2018-05-22,2017-12-22,local-authority-eng:NEW,BLR_Hythe_002,"Hythe & Dibden War Memorial Hospital, Beaulieu Road, Hythe",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=7,,owned by a public authority,pending decision,,,50.858539,-1.402987,1.5,14,21,2017-12-22,,"Application (17/11204) being determined for new community hospital on the site and for up to 21 dwellings. Given the health facilities can be retained and re-provided on site, the remainder of the site is suitable for residential development in principle.. 7 two-bedroom houses, 3 three-bedroom houses, 2 four-bedroom houses, 3 one-bedroom flats, 6 two-bedroom flats. http://planning.newforest.gov.uk/online-applications/",1acf19740ab8d8c3a94b15e10ea9c893d64044cad8e79f6ca7d9057277cbfa26,New Forest District Council
2018-05-22,2017-12-22,local-authority-eng:NEW,BLR_Hythe_003,"Former Police Station Site, Jones Lane, Hythe",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=8,,owned by a public authority,not permissioned,,,50.871474,-1.40172,0.4,10,20,2017-12-22,,"Police station building is vacant and not in use. Police services have already relocated from this site to Hardley. 0.4ha site with extensive mature treed frontage, adjacent to Conservation Area. Potential capacity for 10 houses – 20 flats",1acf19740ab8d8c3a94b15e10ea9c893d64044cad8e79f6ca7d9057277cbfa26,New Forest District Council
2018-05-22,2017-12-22,local-authority-eng:NEW,BLR_Hythe_004,1-20 Marsh Parade,http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=9,,not owned by a public authority,permissioned,full planning permission,,50.869841,-1.399894,0.2,,,2017-12-22,,. 7 one/two-bedroom flats. http://planning.newforest.gov.uk/online-applications/,1acf19740ab8d8c3a94b15e10ea9c893d64044cad8e79f6ca7d9057277cbfa26,New Forest District Council
2018-05-22,2017-12-22,local-authority-eng:NEW,BLR_Lymi_001,"Solent Works, North Close, Lymington",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=10,yes,not owned by a public authority,permissioned,full planning permission,,50.761644,-1.54103,0.34,,,2017-12-22,,". 27 one-bedroom flats, 14 two-bedroom flats. Demolition of existing dwelling.. http://planning.newforest.gov.uk/online-applications/",1acf19740ab8d8c3a94b15e10ea9c893d64044cad8e79f6ca7d9057277cbfa26,New Forest District Council
2018-05-22,2017-12-22,local-authority-eng:NEW,BLR_Lymi_002,"Lymington Garage, High Street, Lymington",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=11,,not owned by a public authority,not permissioned,,,50.758069,-1.540818,0.1,5,10,2017-12-22,,"A recent application (16/10754 and 17/10359) for 17 retirement flats and a retail unit was dismissed on appeal for design reasons and the impact on the Lymington Conservation Area / Burgage Plots.  In principle residential –led development is acceptable in this location. 0.1ha site, 5-10 flats subject to appropriate design. http://planning.newforest.gov.uk/online-applications/",1acf19740ab8d8c3a94b15e10ea9c893d64044cad8e79f6ca7d9057277cbfa26,New Forest District Council
2018-05-22,2017-12-22,local-authority-eng:NEW,BLR_Lymi_003,"Fox Pond Dairy Depot and Garage, Milford Road, Lymington",http://www.newforest.gov.uk/CHttpHandler.ashx?id=35743&p=12,,not owned by a public authority,not permissioned,,,50.749622,-1.557319,0.4,,,2017-12-22,,"Adopted Local Plan Allocation. Site allocated for around 14 dwellings, with commercial uses on the ground floor along Milford
Road. http://www.newforest.gov.uk/article/14189",1acf19740ab8d8c3a94b15e10ea9c893d64044cad8e79f6ca7d9057277cbfa26,New Forest District Council
