resource-date,entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource,name
2018-05-22,2017-12-12,local-authority-eng:CON,C1/PA03/2340/06/M,The Former Site Of Tregolls HouseTregolls RoadTruroTR1 1PX,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=162690&ycoord=64380&wsName=ccmap&layerName,,not owned by a public authority,permissioned,full planning permission,,50.26408,-5.043643,8,,,2017-12-12,,. Fourteen new apartments,bea1b5b3b6cf1191e83218616bbb3da7e988b81d3f1241d3b275080c1d38855a,Cornwall Council
2018-05-22,2017-12-12,local-authority-eng:CON,CPIR_SHL11,Forge Industrial Park North Roskear Camborne TR14 0AW,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=162690&ycoord=64380&wsName=ccmap&layerName,,not owned by a public authority,not permissioned,,,50.223965,-5.288859,0.47,25,35,2017-12-12,,Any proposals must be referred to the WHS team as part of Development Management consultation at both PIP and TDC stages.. http://www.cornwall.gov.uk/brownfieldregister,bea1b5b3b6cf1191e83218616bbb3da7e988b81d3f1241d3b275080c1d38855a,Cornwall Council
2018-05-22,2017-12-12,local-authority-eng:CON,CPIR_SHL2,Land at North Roskear Road Camborne TR14 8PR,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=162690&ycoord=64380&wsName=ccmap&layerName,,not owned by a public authority,not permissioned,,,50.221763,-5.283996,0.5,15,30,2017-12-12,,Site in a Conservation Area - permission for any relevant demolition would also be required. Dependent on wider site for highways access. Any proposals must be referred to the WHS team as part of Development Management consultation at both PIP and TDC stages.. http://www.cornwall.gov.uk/brownfieldregister,bea1b5b3b6cf1191e83218616bbb3da7e988b81d3f1241d3b275080c1d38855a,Cornwall Council
2018-05-22,2017-12-12,local-authority-eng:CON,Caradon_68,Former Liskeard Enterprise Centre Liskeard PL14 4BW,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=162690&ycoord=64380&wsName=ccmap&layerName,,not owned by a public authority,not permissioned,,,50.451009,-4.465671,0.39,10,15,2017-12-12,,Site partially in a Conservation Area - permission for any relevant demolition would also be required.. http://www.cornwall.gov.uk/brownfieldregister,bea1b5b3b6cf1191e83218616bbb3da7e988b81d3f1241d3b275080c1d38855a,Cornwall Council
2018-05-22,2017-12-12,local-authority-eng:CON,Carrick_36,Land to rear Old County Hall Truro TR1 3HA,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=162690&ycoord=64380&wsName=ccmap&layerName,,owned by a public authority,not permissioned,,,50.262187,-5.064684,0.58,20,40,2017-12-12,,. http://www.cornwall.gov.uk/brownfieldregister,bea1b5b3b6cf1191e83218616bbb3da7e988b81d3f1241d3b275080c1d38855a,Cornwall Council
2018-05-22,2017-12-12,local-authority-eng:CON,E1/2003/01445,Marshalls Garage Stratton,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=162690&ycoord=64380&wsName=ccmap&layerName,yes,not owned by a public authority,permissioned,full planning permission,,50.829609,-4.516176,0.11,,,2017-12-12,,. Demolition of existing buildings and erection of five dwellings,bea1b5b3b6cf1191e83218616bbb3da7e988b81d3f1241d3b275080c1d38855a,Cornwall Council
2018-05-22,2017-12-12,local-authority-eng:CON,PA10/08142,Hayle HarbourNorth QuayHayleCornwallTR27 4BL,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=162690&ycoord=64380&wsName=ccmap&layerName,yes,not owned by a public authority,permissioned,outline planning permission,,50.184396,-5.422159,4.48,,,2017-12-12,,. Outline planning permission for the erection of 30 residential units,bea1b5b3b6cf1191e83218616bbb3da7e988b81d3f1241d3b275080c1d38855a,Cornwall Council
2018-05-22,2017-12-12,local-authority-eng:CON,PA10/08671,Land At Tuckingmill/Church View FarmCamborneCornwall,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=162690&ycoord=64380&wsName=ccmap&layerName,yes,not owned by a public authority,permissioned,outline planning permission,,50.217475,-5.283589,8.04,,,2017-12-12,,. Outline planning application for the erection of 296 dwellings,bea1b5b3b6cf1191e83218616bbb3da7e988b81d3f1241d3b275080c1d38855a,Cornwall Council
2018-05-22,2017-12-12,local-authority-eng:CON,PA11/02991,W Harvey & SonsThe CoombeNewlynPenzanceCornwallTR18 5HF,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=162690&ycoord=64380&wsName=ccmap&layerName,yes,not owned by a public authority,permissioned,other,,50.107199,-5.552244,0.05,,,2017-12-12,,. conversion of factory to form 14 self contained units,bea1b5b3b6cf1191e83218616bbb3da7e988b81d3f1241d3b275080c1d38855a,Cornwall Council
2018-05-22,2017-12-12,local-authority-eng:CON,PA11/09366,Trevarthan Bungalow & The SawmillGrumblaSancreedSt JustPenzanceCornwall,https://map.cornwall.gov.uk/website/ccmap/?zoomlevel=1&xcoord=162690&ycoord=64380&wsName=ccmap&layerName,yes,not owned by a public authority,permissioned,full planning permission,,50.110216,-5.631455,0.45,,,2017-12-12,,. Demolition of existing dwelling and erection six dwellings,bea1b5b3b6cf1191e83218616bbb3da7e988b81d3f1241d3b275080c1d38855a,Cornwall Council
