resource-date,entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource,name,lad17nm
2018-05-22,2017-12-31,local-authority-eng:SNO,S/ASL/001,"Cooper's scrapyard, Church Road, Aslacton",,yes,not owned by a public authority,permissioned,outline planning permission,,52.474473,1.179366,0.82,,,2017-12-31,,"""Allocated site (ASL1) Outline planning permission (2006/0171) for 15 dwellings.",f22c5f392d9544435b448bfb5cb909d9a7cc6ecb19a6b5e00c4ebf544e71d01b,South Norfolk District Council,E07000149
2018-05-22,2017-12-31,local-authority-eng:SNO,S/CAR/001,"Cook's Garage, Carleton Rode",,yes,not owned by a public authority,permissioned,full planning permission,,52.480431,1.118755,0.23,,,2017-12-31,,"""Outline planning permission (2010/1776) and reserved matters (2013/0277 and 2013/1897) for 4 dwellings and conversion for 2 units.  Under construction, almost complete""",f22c5f392d9544435b448bfb5cb909d9a7cc6ecb19a6b5e00c4ebf544e71d01b,South Norfolk District Council,E07000149
2018-05-22,2017-12-31,local-authority-eng:SNO,S/COS/001,Costessey: North of the River Tud/Queen's Hills,,yes,not owned by a public authority,permissioned,full planning permission,,52.664083,1.17864,,,,2017-12-31,,"""Outline planning permissions (2007/1443, 2008/1569), reserved matters and full planning permission (2015/0570) for 304 dwellings of which approx 87 units are on pdl""",f22c5f392d9544435b448bfb5cb909d9a7cc6ecb19a6b5e00c4ebf544e71d01b,South Norfolk District Council,E07000149
2018-05-22,2017-12-31,local-authority-eng:SNO,S/CRI/001,"The Business Centre, Intwood Road, Cringleford",,,not owned by a public authority,permissioned,other,,52.604897,1.24527,0.65,,,2017-12-31,,"""Prior approval (2015/2843) for change of use from offices to 35 dwellings""",f22c5f392d9544435b448bfb5cb909d9a7cc6ecb19a6b5e00c4ebf544e71d01b,South Norfolk District Council,E07000149
2018-05-22,2017-12-31,local-authority-eng:SNO,S/DIS/001,"Former Haulage Depot, Park Road, Diss",,yes,not owned by a public authority,permissioned,full planning permission,,52.367835,1.12887,0.84,,,2017-12-31,,"""Allocated site (DIS5) and Full planning permission (2017/0042) on part of site""",f22c5f392d9544435b448bfb5cb909d9a7cc6ecb19a6b5e00c4ebf544e71d01b,South Norfolk District Council,E07000149
2018-05-22,2017-12-31,local-authority-eng:SNO,S/DIS/002,"Former Hamlin's Factory site, Diss",,,not owned by a public authority,not permissioned,,,52.373262,1.105904,1.51,,,2017-12-31,,"""Mixed use allocated site (DIS6) for retail (non-food goods) leisure, offices (class A2) and housing (25%) of site""",f22c5f392d9544435b448bfb5cb909d9a7cc6ecb19a6b5e00c4ebf544e71d01b,South Norfolk District Council,E07000149
2018-05-22,2017-12-31,local-authority-eng:SNO,S/DIS/003,"Feather Factory site, Diss",,,not owned by a public authority,not permissioned,,,52.373053,1.10395,2.13,,,2017-12-31,,"""Mixed use allocated site (DIS7)  for retail (non-food goods) leisure, offices (class A2) and housing (25%) of site""",f22c5f392d9544435b448bfb5cb909d9a7cc6ecb19a6b5e00c4ebf544e71d01b,South Norfolk District Council,E07000149
2018-05-22,2017-12-31,local-authority-eng:SNO,S/DIS/004,"Rackham's Builders Yard, Diss",,,not owned by a public authority,permissioned,full planning permission,,52.374134,1.097707,0.16,,,2017-12-31,,"""Full planning permission (2016/2000) for 3 dwellings and conversion for 3 units""",f22c5f392d9544435b448bfb5cb909d9a7cc6ecb19a6b5e00c4ebf544e71d01b,South Norfolk District Council,E07000149
2018-05-22,2017-12-31,local-authority-eng:SNO,S/FOR/001,"Old Station Yard, Station Road, Forncett",,,not owned by a public authority,permissioned,reserved matters approval,,52.49564,1.201155,1.77,,,2017-12-31,,"""Outline permission (2011/0016) and reserved matters approval (2014/0290) for 17 dwellings; 16 completed""",f22c5f392d9544435b448bfb5cb909d9a7cc6ecb19a6b5e00c4ebf544e71d01b,South Norfolk District Council,E07000149
2018-05-22,2017-12-31,local-authority-eng:SNO,S/FRA/001,"Long Lane, Framingham Earl",,yes,not owned by a public authority,permissioned,full planning permission,,52.57579,1.347076,1.23,,,2017-12-31,,"""Outline permission (2013/1904) for 7 dwellings and reserved matters (2016/1329) for 4 of these""",f22c5f392d9544435b448bfb5cb909d9a7cc6ecb19a6b5e00c4ebf544e71d01b,South Norfolk District Council,E07000149
2018-05-22,2017-12-31,local-authority-eng:SNO,S/HAL/001,"Former workshop, Yarmouth Road, Hales",,yes,not owned by a public authority,permissioned,full planning permission,,52.522446,1.505124,0.36,,,2017-12-31,,"""Full permission (2011/0026) for 10 dwellings and 291 sqm B1 use""",f22c5f392d9544435b448bfb5cb909d9a7cc6ecb19a6b5e00c4ebf544e71d01b,South Norfolk District Council,E07000149
2018-05-22,2017-12-31,local-authority-eng:SNO,S/HAR/001,"Former Howard Rotavator Works, Mendham Lane, Harleston",,yes,not owned by a public authority,permissioned,outline planning permission,,52.398478,1.305767,0.95,,,2017-12-31,,"""Allocated site (HAR3) and outline permission (2014/0184) for 35 dwellings""",f22c5f392d9544435b448bfb5cb909d9a7cc6ecb19a6b5e00c4ebf544e71d01b,South Norfolk District Council,E07000149
2018-05-22,2017-12-31,local-authority-eng:SNO,S/HAR/002,"Maltings, Tudor Rose Way, Harleston",,yes,not owned by a public authority,permissioned,full planning permission,,52.404222,1.300109,0.13,,,2017-12-31,,"""Full planning permission (2010/1992, 2011/0419, 2012/1558) for conversion for 5 dwellings""",f22c5f392d9544435b448bfb5cb909d9a7cc6ecb19a6b5e00c4ebf544e71d01b,South Norfolk District Council,E07000149
2018-05-22,2017-12-31,local-authority-eng:SNO,S/LON/001,"Former Cygnet House Care Home, Long Stratton",,yes,not owned by a public authority,permissioned,reserved matters approval,,52.491269,1.232235,2.39,,,2017-12-31,,"""Outline planning permission (2013/0265) and reserved matters approval (2015/0385) for redevelopment for 50 dwellings and 800 sqm office (class B1a)""",f22c5f392d9544435b448bfb5cb909d9a7cc6ecb19a6b5e00c4ebf544e71d01b,South Norfolk District Council,E07000149
2018-05-22,2017-12-31,local-authority-eng:SNO,S/LON/002,"39 Swan Lane, Long Stratton",,yes,not owned by a public authority,permissioned,full planning permission,,52.491009,1.229888,0.07,,,2017-12-31,,"""Full planning permission (2016/0904) for rededelopment of house / office for 6 one bedroom flats""",f22c5f392d9544435b448bfb5cb909d9a7cc6ecb19a6b5e00c4ebf544e71d01b,South Norfolk District Council,E07000149
2018-05-22,2017-12-31,local-authority-eng:SNO,S/TRO/001,"May Gurney & Keir site & Carrow Yacht Club, Trowse",,,not owned by a public authority,permissioned,outline planning permission,,52.615791,1.316617,2.78,,,2017-12-31,,"""Outline permission (2011/0152) for 670 dwellings, commercial uses, restaurant and public house.  Overlaps district boundary, with 580 units located in Norwich City Council area"".",f22c5f392d9544435b448bfb5cb909d9a7cc6ecb19a6b5e00c4ebf544e71d01b,South Norfolk District Council,E07000149
2018-05-22,2017-12-31,local-authority-eng:SNO,S/WIC/001,"High Oaks Works, Wicklewood",,yes,not owned by a public authority,permissioned,reserved matters approval,,52.567802,1.054613,1.59,,,2017-12-31,,"""Outline permission (2011/0664) and reserved matters approval (2014/0259) for redevelopment of industrial area for 6 dwellings""",f22c5f392d9544435b448bfb5cb909d9a7cc6ecb19a6b5e00c4ebf544e71d01b,South Norfolk District Council,E07000149
2018-05-22,2017-12-31,local-authority-eng:SNO,S/WYM/001,"Former Sale Ground, Cemetery Rd, Wymondham",,yes,not owned by a public authority,,,,52.566284,1.11732,1.88,,,2017-12-31,,"""Allocated site (WYM2) for mixed use - 64 dwellings and an element of commercial use""",f22c5f392d9544435b448bfb5cb909d9a7cc6ecb19a6b5e00c4ebf544e71d01b,South Norfolk District Council,E07000149
2018-05-22,2017-12-31,local-authority-eng:SNO,S/WYM/002,"BOCM Paul, Rightup Lane, Wymondham",,yes,not owned by a public authority,permissioned,reserved matters approval,,52.563083,1.125475,0.82,,,2017-12-31,,"""Outline permission (2012/1716) and reserved matters approval (2016/2286) for redevelopment of former mill for 14 dwellings""",f22c5f392d9544435b448bfb5cb909d9a7cc6ecb19a6b5e00c4ebf544e71d01b,South Norfolk District Council,E07000149
2018-05-22,2018-05-22,local-authority-eng:SNO,S/COS/,"Roundwell Works, Costessey, Norfolk",,yes,not owned by a public authority,not permissioned,,,,,,,,,,,f22c5f392d9544435b448bfb5cb909d9a7cc6ecb19a6b5e00c4ebf544e71d01b,South Norfolk District Council,E07000149
2018-05-22,2018-05-22,local-authority-eng:SNO,S/COS/002,"Roundwell Works, Costessey",,yes,not owned by a public authority,not permissioned,,,52.64577,1.205045,1.278,,,,,"""Currently an employment site""",f22c5f392d9544435b448bfb5cb909d9a7cc6ecb19a6b5e00c4ebf544e71d01b,South Norfolk District Council,E07000149
2018-05-22,2018-05-22,local-authority-eng:SNO,S/DIC/001,"Off Ipswich Road, Dickleburgh & Rushall",,yes,not owned by a public authority,not permissioned,,,52.395168,1.183348,0.56,,,,,"""Approx 50% inside settlement boundary""",f22c5f392d9544435b448bfb5cb909d9a7cc6ecb19a6b5e00c4ebf544e71d01b,South Norfolk District Council,E07000149
2018-05-22,2018-05-22,local-authority-eng:SNO,S/HAR/,"Apollo Club, Mendham Lane, Hartleston, Norfolk IP20 9DN",,yes,not owned by a public authority,not permissioned,,,,,,,,,,,f22c5f392d9544435b448bfb5cb909d9a7cc6ecb19a6b5e00c4ebf544e71d01b,South Norfolk District Council,E07000149
2018-05-22,2018-05-22,local-authority-eng:SNO,S/HAR/003,"Apollo Club, Mendham Lane, Hartleston",,yes,not owned by a public authority,not permissioned,,,52.398873,1.301655,0.478,,,,,"""Former garage site""",f22c5f392d9544435b448bfb5cb909d9a7cc6ecb19a6b5e00c4ebf544e71d01b,South Norfolk District Council,E07000149
2019-10-20,2019-10-20,local-authority-eng:SNO,2010/1776,"Cook's Garage, Carleton Rode",https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&extent=124304.7726%2C6887355.8792%2C124758.6174%2C6887597.7308%2C102100,,,,,,,,,,,,,,671862da7b7345ad6019817cd796a866fa1f09a5c809873cb33e63436474041f,South Norfolk District Council,E07000149
2019-10-20,2019-10-20,local-authority-eng:SNO,2011/0026,"Former workshop, Yarmouth Road, Hales",https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&extent=167335.5326%2C6895032.2642%2C167789.3774%2C6895274.1158%2C102100,,,,,,,,,,,,,,671862da7b7345ad6019817cd796a866fa1f09a5c809873cb33e63436474041f,South Norfolk District Council,E07000149
2019-10-20,2019-10-20,local-authority-eng:SNO,2011/0152,"May Gurney & Keir site & Carrow Yacht Club, Trowse",https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&extent=144834.7656%2C6911505.0639%2C148465.5244%2C6913439.8761%2C102100,,,,,,,,,,,,,,671862da7b7345ad6019817cd796a866fa1f09a5c809873cb33e63436474041f,South Norfolk District Council,E07000149
2019-10-20,2019-10-20,local-authority-eng:SNO,2011/0664,"High Oaks Works, Wicklewood",https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&extent=116936.6801%2C6903214.1585%2C117844.3699%2C6903697.8615%2C102100,,,,,,,,,,,,,,671862da7b7345ad6019817cd796a866fa1f09a5c809873cb33e63436474041f,South Norfolk District Council,E07000149
2019-10-20,2019-10-20,local-authority-eng:SNO,2012/1558,"Maltings, Tudor Rose Way, Harleston",https://ncc.maps.arcgis.com/apps/webappviewer/index.html?id=64110f1c89b340938fdc601e639d063e&extent=144506.8776%2C6873430.4342%2C144960.7224%2C6873672.2858%2C102100,,,,,,,,,,,,,,671862da7b7345ad6019817cd796a866fa1f09a5c809873cb33e63436474041f,South Norfolk District Council,E07000149
