resource-date,entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource,name,lad17nm
2018-05-22,2017-12-15,local-authority-eng:NNO,BLR06,Land at Abbey Road Sheringham,https://www.north-norfolk.gov.uk/media/3774/blr06-map.jpg,,not owned by a public authority,permissioned,full planning permission,,52.937765,1.204369,0.44,,,2017-12-18,,"The wider site has extant permission (PM/02/0556) for 6 bungalows. There are currently 4 permissions for revised designs replacing the bungalows with one and a half, two and two and a half storey dwellings. References and expiry dates are as follows: 15/1468 one dwelling expires 09/03/19, 14/0143 two dwellings expires 29/05/19, 13/0815 two dwellings expires 22/10/18 and 13/0345 one dwelling expires 31/05/18. Erection of 3 two and a half storey dwellings 2 two storey dwellings and 1 one and a half storey dwelling",232c6cab386276d5fbd262f6e0cd04571e1ba8f51d7faa9bd5baa75131ac04fb,North Norfolk District Council,E07000147
2018-05-22,2017-12-18,local-authority-eng:NNO,BLR01,Land at Runton Road Cromer,https://www.north-norfolk.gov.uk/media/3776/blr01-map.jpg,yes,not owned by a public authority,not permissioned,,,52.932845,1.286255,1.03,25,29,2017-12-18,,The calculation used for net minimum (and net dwelling range from) is 60% of the site area multiplied by minimum indicative density (Policy HO7) (in this case 40 dwellings per hectare). The calculation used for net dwelling range to is 70% of the site area multiplied by the same minimum indicative density.,232c6cab386276d5fbd262f6e0cd04571e1ba8f51d7faa9bd5baa75131ac04fb,North Norfolk District Council,E07000147
2018-05-22,2017-12-18,local-authority-eng:NNO,BLR02,Coach Depot Claypit Lane Fakenham,https://www.north-norfolk.gov.uk/media/3777/blr02-map.jpg,yes,not owned by a public authority,permissioned,full planning permission,,52.836309,0.850795,0.21,,,2017-12-18,,". Erection of 3, two storey, two bedroom dwellings; 2, two storey, three bedroom dwellings and 2, three storey, 4 bedroom dwellings",232c6cab386276d5fbd262f6e0cd04571e1ba8f51d7faa9bd5baa75131ac04fb,North Norfolk District Council,E07000147
2018-05-22,2017-12-18,local-authority-eng:NNO,BLR03,Maces Yard 34-36 Cromer Road North Walsham,https://www.north-norfolk.gov.uk/media/3778/blr03-map.jpg,,not owned by a public authority,not permissioned,,,52.824163,1.380457,0.82,20,23,2017-12-18,,The calculation used for net minimum (and net dwelling range from) is 60% of the site area multiplied by minimum indicative density (Policy HO7) (in this case 40 dwellings per hectare). The calculation used for net dwelling range to is 70% of the site area multiplied by the same minimum indicative density.,232c6cab386276d5fbd262f6e0cd04571e1ba8f51d7faa9bd5baa75131ac04fb,North Norfolk District Council,E07000147
2018-05-22,2017-12-18,local-authority-eng:NNO,BLR04,Melborne House Bacton Road North Walsham,https://www.north-norfolk.gov.uk/media/3779/blr04-map.jpg,yes,not owned by a public authority,permissioned,full planning permission,,52.828191,1.401853,1.09,,,2017-12-18,,. Change of use/conversion of main house to one dwelling and three flats and the conversion of outbuildings/barn to five dwellings,232c6cab386276d5fbd262f6e0cd04571e1ba8f51d7faa9bd5baa75131ac04fb,North Norfolk District Council,E07000147
2018-05-22,2017-12-18,local-authority-eng:NNO,BLR05,29 New Road North Walsham,https://www.north-norfolk.gov.uk/media/3773/blr05-map.jpg,yes,not owned by a public authority,permissioned,full planning permission,,52.820805,1.392121,0.54,,,2017-12-18,,"By virtue of condition 1 of the planning permission, development must be begun not later than 1 November 2018. The planning permission is subject to pre-commencement conditions.. Demolition of existing buildings and erection of 45 retirement living apartments for the elderly including communal facilities, landscaping, car parking and ancillary development. https://idoxpa.north-norfolk.gov.uk/online-applications/applicationDetails.do?activeTab=constraints&keyVal=_NNORF_DCAPR_90574",232c6cab386276d5fbd262f6e0cd04571e1ba8f51d7faa9bd5baa75131ac04fb,North Norfolk District Council,E07000147
2018-05-22,2017-12-18,local-authority-eng:NNO,BLR07,Coach Depot The Street Catfield,https://www.north-norfolk.gov.uk/media/3775/blr07-map.jpg,,not owned by a public authority,permissioned,outline planning permission,,52.739396,1.534578,0.26,,,2017-12-18,,Demolition of the former coach depot/workshop has been undertaken under DP/14/1621.. Site for the erection of 7 dwellings (details of appearance and landscaping reserved).,232c6cab386276d5fbd262f6e0cd04571e1ba8f51d7faa9bd5baa75131ac04fb,North Norfolk District Council,E07000147
2019-12-15,2018-12-17,local-authority-eng:NNO,BLR08,Slaughter House Upper Staithe Road Stalham,https://www.north-norfolk.gov.uk/media/3775/blr08-map.jpg,yes,not owned by a public authority,permissioned,full planning permission,,52.770041,1.515432,1.02,,,2018-10-08,,"Planning permission reference 17/1524. Demolition of existing buildings and the erection of retirement living housing for the  elderly (category II type accommodation), communal facilities, access, car parking, landscaping and  ancillary development at Slaughter House.. Site for the erection of 30 retirement living apartments & 12 retirement bungalows",860b0f2226d5d98b8ab9821ff26c841d2d567ca89fc25f4c427a57d6f39c2904,North Norfolk District Council,E07000147
2019-12-15,2018-12-17,local-authority-eng:NNO,BLR09,Units at Old Coal Yard Maryland Wells-next-the-Sea,https://www.north-norfolk.gov.uk/media/3775/blr09-map.jpg,yes,not owned by a public authority,permissioned,full planning permission,,52.953702,0.856495,0.28,,,2018-10-08,,"Planning permission reference 17/1939. Demolition of existing grain store building and erection of dwellings, with associated car parking, access and erection of external steps to facilitate means of escape.. Erection of 9 dwellings comprising of a detached two storey dwelling, 3no. two storey terrace dwellings and 5no. three storey terrace dwelling.",860b0f2226d5d98b8ab9821ff26c841d2d567ca89fc25f4c427a57d6f39c2904,North Norfolk District Council,E07000147
2019-12-15,2018-12-17,local-authority-eng:NNO,BLR10,Formerly The Shannocks 1 High Street Sheringham,https://www.north-norfolk.gov.uk/media/3775/blr10-map.jpg,yes,not owned by a public authority,permissioned,full planning permission,,52.945172,1.212479,0.1,,,2018-10-10,,"Demolition of existing hotel and erection of mixed use building comprising  dwellings and 4 commercial units (Use Class A1/A2/A3/ A4/A5) with associated parking and highways works. Planning permission reference 17/0468. Erection of mixed use building comprising 10 dwellings, with associated parking and highways works",860b0f2226d5d98b8ab9821ff26c841d2d567ca89fc25f4c427a57d6f39c2904,North Norfolk District Council,E07000147
2019-12-15,2018-12-17,local-authority-eng:NNO,BLR11,Land at Black Swan Loke North Walsham,https://www.north-norfolk.gov.uk/media/3775/blr11-map.jpg,yes,not owned by a public authority,permissioned,outline planning permission,,52.820949,1.387364,0.02,,,2018-10-10,,Planning permission reference 15/1692. The former buildings once occupying the site have been demolished.. Erection of two town-houses and four flats,860b0f2226d5d98b8ab9821ff26c841d2d567ca89fc25f4c427a57d6f39c2904,North Norfolk District Council,E07000147
2019-12-22,2019-12-09,local-authority-eng:NNO,BLR12,Land adjacent to East Coast Motors Beach Road Cromer,https://www.north-norfolk.gov.uk/media/3778/blr12.jpg,yes,not owned by a public authority,not permissioned,,,52.93284,1.29438,0.23,40,40,2019-12-09,,Allocation Site,733109d28a3e6d9245ea54be45a8440ef32ada45578c1606b7754ce9917ad1ae,North Norfolk District Council,E07000147
2019-12-22,2019-12-09,local-authority-eng:NNO,BLR13,Land at Jubilee Lane Cromer High Station Cromer,https://www.north-norfolk.gov.uk/media/3778/blr13.jpg,yes,not owned by a public authority,not permissioned,,,52.917478,1.308717,1.72,31,31,2019-12-09,,Allocation Site,733109d28a3e6d9245ea54be45a8440ef32ada45578c1606b7754ce9917ad1ae,North Norfolk District Council,E07000147
2019-12-22,2019-12-09,local-authority-eng:NNO,BLR14,Land South of Louden Road Cromer,https://www.north-norfolk.gov.uk/media/3778/blr14.jpg,yes,not owned by a public authority,not permissioned,,,52.930354,1.299163,0.33,20,20,2019-12-09,,Allocation Site,733109d28a3e6d9245ea54be45a8440ef32ada45578c1606b7754ce9917ad1ae,North Norfolk District Council,E07000147
2019-12-22,2019-12-09,local-authority-eng:NNO,BLR15,70 Holt Road Fakenham,https://www.north-norfolk.gov.uk/media/3778/blr15.jpg,yes,not owned by a public authority,permissioned,full planning permission,,52.832453,0.856754,0.28,,,2019-12-09,,The site is located within the residential policy area. Erection of 6 two storey dwellings,733109d28a3e6d9245ea54be45a8440ef32ada45578c1606b7754ce9917ad1ae,North Norfolk District Council,E07000147
2019-12-22,2019-12-09,local-authority-eng:NNO,BLR16,Land to the north of Tilia Business Park Tunstead Road Hoveton,https://www.north-norfolk.gov.uk/media/3778/blr16.jpg,yes,not owned by a public authority,permissioned,outline planning permission,,52.719091,1.411064,1.68,,,2019-12-09,,The site is situated within an area designated for employment. Erection of 28 residential dwellings,733109d28a3e6d9245ea54be45a8440ef32ada45578c1606b7754ce9917ad1ae,North Norfolk District Council,E07000147
