resource-date,entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource,name
2018-05-22,2017-12-13,local-authority-eng:WND,WBR/17/0001,12-14 Lombard Road (Lombard Wharf),https://data.london.gov.uk/dataset/brownfield-land-register,yes,,permissioned,full planning permission,,51.472366,-0.17753,0.23,134,134,2017-12-13,,. http://www.wandsworth.gov.uk/downloads/file/11502/local_plan_-_site_specific_allocations_document_ssad_adopted_march_2030,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Wandsworth
2018-05-22,2017-12-13,local-authority-eng:WND,WBR/17/0002,Newcombe House 319-323 Battersea Park Road,https://data.london.gov.uk/dataset/brownfield-land-register,yes,not owned by a public authority,permissioned,full planning permission,,51.474161,-0.155988,0.02,5,5,2017-12-13,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Wandsworth
2018-05-22,2017-12-13,local-authority-eng:WND,WBR/17/0003,Battersea Technology College and 3 Culovert Road 401 Battersea Park Road (Harris Academy),https://data.london.gov.uk/dataset/brownfield-land-register,yes,owned by a public authority,permissioned,outline planning permission,,51.473176,-0.15911,1.9,38,38,2017-12-13,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Wandsworth
2018-05-22,2017-12-13,local-authority-eng:WND,WBR/17/0004,Lock up garages 26-40 Balham New Road,https://data.london.gov.uk/dataset/brownfield-land-register,yes,not owned by a public authority,permissioned,full planning permission,,51.446461,-0.146166,0.07,8,8,2017-12-13,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Wandsworth
2018-05-22,2017-12-13,local-authority-eng:WND,WBR/17/0005,Our Lady of Mount Carmel & St Joseph 8 Battersea Park Road,https://data.london.gov.uk/dataset/brownfield-land-register,yes,not owned by a public authority,permissioned,full planning permission,,51.47731,-0.146976,0.17,20,20,2017-12-13,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Wandsworth
2018-05-22,2017-12-13,local-authority-eng:WND,WBR/17/0006,81-87 Upper Tooting Road,https://data.london.gov.uk/dataset/brownfield-land-register,yes,not owned by a public authority,pending decision,,,51.433633,-0.162411,0.1,18,18,2017-12-13,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Wandsworth
2018-05-22,2017-12-13,local-authority-eng:WND,WBR/17/0007,94-94a Longley Road,https://data.london.gov.uk/dataset/brownfield-land-register,yes,not owned by a public authority,permissioned,full planning permission,,51.420854,-0.167037,0.07,9,9,2017-12-13,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Wandsworth
2018-05-22,2017-12-13,local-authority-eng:WND,WBR/17/0008,191-195 Balham High Road,https://data.london.gov.uk/dataset/brownfield-land-register,yes,not owned by a public authority,permissioned,full planning permission,,51.441478,-0.154081,0.07,9,9,2017-12-13,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Wandsworth
2018-05-22,2017-12-13,local-authority-eng:WND,WBR/17/0009,89-93 Putney High Street,https://data.london.gov.uk/dataset/brownfield-land-register,yes,not owned by a public authority,permissioned,full planning permission,,51.4633,-0.215423,0.07,15,15,2017-12-13,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Wandsworth
2018-05-22,2017-12-13,local-authority-eng:WND,WBR/17/0010,204 Mitcham Road,https://data.london.gov.uk/dataset/brownfield-land-register,yes,not owned by a public authority,permissioned,full planning permission,,51.42299,-0.161011,0.06,5,5,2017-12-13,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Wandsworth
