resource-date,entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource,name
2018-05-22,2027-12-15,development-corporation:Q20648596,DCS1,Land east of Willesden Junction Station,https://data.london.gov.uk/dataset/brownfield-land-register,,owned by a public authority,not permissioned,,,51.532461,-0.240319,1.6,,,2027-12-15,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,Old Oak and Park Royal Development Corporation
2018-05-22,2027-12-15,development-corporation:Q20648596,DCS10,North Kensington Gate South,https://data.london.gov.uk/dataset/brownfield-land-register,yes,not owned by a public authority,pending decision,,,51.526643,-0.23438,0.1,,,2027-12-15,,"Permission is subject to S106 being agreed. 6 to 20-storey buildings, 164  C3 homes of which 44 affordable",de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,Old Oak and Park Royal Development Corporation
2018-05-22,2027-12-15,development-corporation:Q20648596,DCS11,Mitre Wharf,https://data.london.gov.uk/dataset/brownfield-land-register,,not owned by a public authority,not permissioned,,,51.526239,-0.234121,0.1,,,2027-12-15,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,Old Oak and Park Royal Development Corporation
2018-05-22,2027-12-15,development-corporation:Q20648596,DCS12,Willesden Junction Depot,https://data.london.gov.uk/dataset/brownfield-land-register,,owned by a public authority,not permissioned,,,51.531448,-0.239992,0.2,,,2027-12-15,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,Old Oak and Park Royal Development Corporation
2018-05-22,2027-12-15,development-corporation:Q20648596,DCS13,2 Victoria Terrace,https://data.london.gov.uk/dataset/brownfield-land-register,,not owned by a public authority,not permissioned,,,51.524964,-0.256071,,,,2027-12-15,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,Old Oak and Park Royal Development Corporation
2018-05-22,2027-12-15,development-corporation:Q20648596,DCS14,Oaklands Triangle,https://data.london.gov.uk/dataset/brownfield-land-register,,owned by a public authority,not permissioned,,,51.528292,-0.249146,0.3,,,2027-12-15,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,Old Oak and Park Royal Development Corporation
2018-05-22,2027-12-15,development-corporation:Q20648596,DCS15,Oaklands North,https://data.london.gov.uk/dataset/brownfield-land-register,,owned by a public authority,not permissioned,,,51.527813,-0.248951,0.7,,,2027-12-15,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,Old Oak and Park Royal Development Corporation
2018-05-22,2027-12-15,development-corporation:Q20648596,DCS16,"Oaklands, Old Oak Common Lane, London, NW10 6DU",https://data.london.gov.uk/dataset/brownfield-land-register,yes,not owned by a public authority,permissioned,full planning permission,,51.527169,-0.24919,1,,,2027-12-15,,". 6 to 26-storey buildings, 601 C3 homes of which 242 affordable",de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,Old Oak and Park Royal Development Corporation
2018-05-22,2027-12-15,development-corporation:Q20648596,DCS17,Old Oak South,https://data.london.gov.uk/dataset/brownfield-land-register,,mixed ownership,not permissioned,,,51.525818,-0.24632,14.1,,,2027-12-15,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,Old Oak and Park Royal Development Corporation
2018-05-22,2027-12-15,development-corporation:Q20648596,DCS19,Big Yellow Storage,https://data.london.gov.uk/dataset/brownfield-land-register,,not owned by a public authority,not permissioned,,,51.524899,-0.233562,0.2,,,2027-12-15,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,Old Oak and Park Royal Development Corporation
2018-05-22,2027-12-15,development-corporation:Q20648596,DCS2,2 Scrubs Lane,https://data.london.gov.uk/dataset/brownfield-land-register,yes,not owned by a public authority,pending decision,,,51.531966,-0.237744,0.1,,,2027-12-15,,"Permission is subject to S106 being agreed. 20-storey building, 85 C3 homes  of which 28 affordable",de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,Old Oak and Park Royal Development Corporation
2018-05-22,2027-12-15,development-corporation:Q20648596,DCS21,Mitre Industrial Estate,https://data.london.gov.uk/dataset/brownfield-land-register,,not owned by a public authority,not permissioned,,,51.524498,-0.231015,0.9,,,2027-12-15,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,Old Oak and Park Royal Development Corporation
2018-05-22,2027-12-15,development-corporation:Q20648596,DCS22,Tea Crate,https://data.london.gov.uk/dataset/brownfield-land-register,,not owned by a public authority,not permissioned,,,51.523708,-0.231625,0.4,,,2027-12-15,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,Old Oak and Park Royal Development Corporation
2018-05-22,2027-12-15,development-corporation:Q20648596,DCS23,Acton Wells,https://data.london.gov.uk/dataset/brownfield-land-register,,not owned by a public authority,not permissioned,,,51.524559,-0.255362,3.5,,,2027-12-15,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,Old Oak and Park Royal Development Corporation
2018-05-22,2027-12-15,development-corporation:Q20648596,DCS24,Boden House,https://data.london.gov.uk/dataset/brownfield-land-register,,not owned by a public authority,not permissioned,,,51.523779,-0.256673,0.7,,,2027-12-15,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,Old Oak and Park Royal Development Corporation
