resource-date,entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource,name,lad17nm
2018-05-22,2017-11-30,local-authority-eng:HIG,B3,Hogshaw,https://www.highpeak.gov.uk/article/1392/Strategic-Housing-Land-Availability-Assessment-SHLAA,,,not permissioned,,,53.264474,-1.909243,13.7,68,68,2017-11-30,,,80e44d03848f0991442d36871b9db578d8a82244c18bd4e43ac5afd1752e4640,High Peak Borough Council,E07000037
2018-05-22,2017-11-30,local-authority-eng:HIG,B31,Station Road,https://www.highpeak.gov.uk/article/1392/Strategic-Housing-Land-Availability-Assessment-SHLAA,,,not permissioned,,,53.361146,-2.005115,0.62,30,30,2017-11-30,,,80e44d03848f0991442d36871b9db578d8a82244c18bd4e43ac5afd1752e4640,High Peak Borough Council,E07000037
2018-05-22,2017-11-30,local-authority-eng:HIG,BV002,Birch Vale Industrial Estate,https://www.highpeak.gov.uk/article/1392/Strategic-Housing-Land-Availability-Assessment-SHLAA,,,not permissioned,,,52.0386,-2.436789,4.4,100,100,2017-11-30,,,80e44d03848f0991442d36871b9db578d8a82244c18bd4e43ac5afd1752e4640,High Peak Borough Council,E07000037
2018-05-22,2017-11-30,local-authority-eng:HIG,BW004,"Britannia Mills, Buxworth",https://www.highpeak.gov.uk/article/1392/Strategic-Housing-Land-Availability-Assessment-SHLAA,,,not permissioned,,,53.337548,-1.975947,1.4,50,50,2017-11-30,,,80e44d03848f0991442d36871b9db578d8a82244c18bd4e43ac5afd1752e4640,High Peak Borough Council,E07000037
2018-05-22,2017-11-30,local-authority-eng:HIG,BX051,Market Street Depot,https://www.highpeak.gov.uk/article/1392/Strategic-Housing-Land-Availability-Assessment-SHLAA,,owned by a public authority,not permissioned,,,53.367456,-2.00229,0.8,24,24,2017-11-30,,,80e44d03848f0991442d36871b9db578d8a82244c18bd4e43ac5afd1752e4640,High Peak Borough Council,E07000037
2018-05-22,2017-11-30,local-authority-eng:HIG,BX055,Former Campus,https://www.highpeak.gov.uk/article/1392/Strategic-Housing-Land-Availability-Assessment-SHLAA,,not owned by a public authority,not permissioned,,,53.235712,-1.900778,4.65,105,105,2017-11-30,,,80e44d03848f0991442d36871b9db578d8a82244c18bd4e43ac5afd1752e4640,High Peak Borough Council,E07000037
2018-05-22,2017-11-30,local-authority-eng:HIG,BX057,HARDWICK SQUARE SOUTH,https://www.highpeak.gov.uk/article/1392/Strategic-Housing-Land-Availability-Assessment-SHLAA,,,permissioned,,,53.256063,-1.912798,0.47,30,30,2017-11-30,,,80e44d03848f0991442d36871b9db578d8a82244c18bd4e43ac5afd1752e4640,High Peak Borough Council,E07000037
2018-05-22,2017-11-30,local-authority-eng:HIG,BX115,LEEK ROAD,https://www.highpeak.gov.uk/article/1392/Strategic-Housing-Land-Availability-Assessment-SHLAA,yes,,permissioned,full planning permission,,53.252069,-1.936457,0.79,8,8,2017-11-30,,,80e44d03848f0991442d36871b9db578d8a82244c18bd4e43ac5afd1752e4640,High Peak Borough Council,E07000037
2018-05-22,2017-11-30,local-authority-eng:HIG,CH012,Roebuck Place,https://www.highpeak.gov.uk/article/1392/Strategic-Housing-Land-Availability-Assessment-SHLAA,yes,not owned by a public authority,permissioned,full planning permission,,53.323769,-1.916834,0.3,14,14,2017-11-30,,,80e44d03848f0991442d36871b9db578d8a82244c18bd4e43ac5afd1752e4640,High Peak Borough Council,E07000037
2018-05-22,2017-11-30,local-authority-eng:HIG,CI001,FORGE WORKS,https://www.highpeak.gov.uk/article/1392/Strategic-Housing-Land-Availability-Assessment-SHLAA,yes,,permissioned,outline planning permission,,53.335987,-1.934561,7.44,182,182,2017-11-30,,,80e44d03848f0991442d36871b9db578d8a82244c18bd4e43ac5afd1752e4640,High Peak Borough Council,E07000037
