resource-date,entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource,name
2018-05-22,2017-12-13,local-authority-eng:WEA,BFR1,"Land adjoining Shermans Oak, Coldharbour Road, Upper Dicker",http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/Brownfield_Register/PPolicy_Brownfield_Register.aspx,yes,not owned by a public authority,permissioned,reserved matters approval,,50.865374,0.201156,0.4,6,6,2017-12-13,,". Total of 2 pairs of semi-detached houses, 1 detached house and 1 bungalow",42fbc26c0ff9a5d805e25b3fe78ec99f4b36250ddb3b300be343be24b056f457,Wealden District Council
2018-05-22,2017-12-13,local-authority-eng:WEA,BFR10,"Rockington Nursery, Blackness Road, Crowborough",http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/Brownfield_Register/PPolicy_Brownfield_Register.aspx,yes,not owned by a public authority,permissioned,outline planning permission,,51.046492,0.17659,2.04,34,34,2017-12-13,,. Total of 34 units comprising of 22 houses and 12 affordable houses,42fbc26c0ff9a5d805e25b3fe78ec99f4b36250ddb3b300be343be24b056f457,Wealden District Council
2018-05-22,2017-12-13,local-authority-eng:WEA,BFR11,"Community Hall, Mill Crescent, Crowborough",http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/Brownfield_Register/PPolicy_Brownfield_Register.aspx,yes,owned by a public authority,permissioned,outline planning permission,,51.059274,0.165315,0.08,6,6,2017-12-13,,. Total of six units comprising of two 2 bedroom houses and four 3 bedroom houses,42fbc26c0ff9a5d805e25b3fe78ec99f4b36250ddb3b300be343be24b056f457,Wealden District Council
2018-05-22,2017-12-13,local-authority-eng:WEA,BFR12,"First Floor 31-33 & 41-43 Vicarage Field, Hailsham",http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/Brownfield_Register/PPolicy_Brownfield_Register.aspx,yes,not owned by a public authority,permissioned,full planning permission,,50.863689,0.259642,0.09,7,7,2017-12-13,,. Total of seven apartments,42fbc26c0ff9a5d805e25b3fe78ec99f4b36250ddb3b300be343be24b056f457,Wealden District Council
2018-05-22,2017-12-13,local-authority-eng:WEA,BFR13,"Beechwood House, Beechwood Lane, Heathfield",http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/Brownfield_Register/PPolicy_Brownfield_Register.aspx,yes,not owned by a public authority,permissioned,full planning permission,,50.960718,0.263207,0.28,10,10,2017-12-13,,". Total of 10 units comprising of one two bedroom, 4 three bedroom, 1 four bedroom and 4 five bedroom houses",42fbc26c0ff9a5d805e25b3fe78ec99f4b36250ddb3b300be343be24b056f457,Wealden District Council
2018-05-22,2017-12-13,local-authority-eng:WEA,BFR14,"The Cart Barn, Burwash Road, Heathfield",http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/Brownfield_Register/PPolicy_Brownfield_Register.aspx,yes,not owned by a public authority,permissioned,outline planning permission,,50.973835,0.263916,0.32,15,15,2017-12-13,,". Total of 15 residential units comprising of 12 three bedroom houses, along with 1 three bedroom and 2 two bedroom affordable houses",42fbc26c0ff9a5d805e25b3fe78ec99f4b36250ddb3b300be343be24b056f457,Wealden District Council
2018-05-22,2017-12-13,local-authority-eng:WEA,BFR15,"Worth Farm, Worth Lane, Little Horsted",http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/Brownfield_Register/PPolicy_Brownfield_Register.aspx,yes,not owned by a public authority,permissioned,full planning permission,,50.945006,0.077915,0.86,6,6,2017-12-13,,. Total of six units comprising of six detached houses,42fbc26c0ff9a5d805e25b3fe78ec99f4b36250ddb3b300be343be24b056f457,Wealden District Council
2018-05-22,2017-12-13,local-authority-eng:WEA,BFR16,"Grants Hill House, Oaklea Way, Uckfield",http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/Brownfield_Register/PPolicy_Brownfield_Register.aspx,yes,not owned by a public authority,permissioned,full planning permission,,50.973112,0.092972,0.97,67,67,2017-12-13,,. Total of 67 sheltered housing units comprising of 65 apartments and two cottages,42fbc26c0ff9a5d805e25b3fe78ec99f4b36250ddb3b300be343be24b056f457,Wealden District Council
2018-05-22,2017-12-13,local-authority-eng:WEA,BFR17,"The Regent, The Broadway, Crowborough",http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/Brownfield_Register/PPolicy_Brownfield_Register.aspx,yes,not owned by a public authority,permissioned,full planning permission,,51.058959,0.162903,0.04,10,10,2017-12-13,,. Total of 10 units comprising of 10 residential apartments,42fbc26c0ff9a5d805e25b3fe78ec99f4b36250ddb3b300be343be24b056f457,Wealden District Council
2018-05-22,2017-12-13,local-authority-eng:WEA,BFR18,"Blackboys Service Station, Lewes Road, Blackboys",http://www.wealden.gov.uk/Wealden/Residents/Planning_and_Building_Control/Planning_Policy/Brownfield_Register/PPolicy_Brownfield_Register.aspx,yes,not owned by a public authority,permissioned,full planning permission,,50.964016,0.167575,0.19,10,10,2017-12-13,,". Total of 10 units comprising of 4 one bedroom flats, 2 three bedroom houses and 4 four bedroom houses",42fbc26c0ff9a5d805e25b3fe78ec99f4b36250ddb3b300be343be24b056f457,Wealden District Council
