resource-date,entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource,name,lad17nm
2018-05-22,2017-12-31,local-authority-eng:BDG,LBBD01,588 Rainham Road,https://data.london.gov.uk/dataset/brownfield-land-register,,not owned by a public authority,permissioned,,,51.54623,0.165927,0.05,,,2017-12-31,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barking and Dagenham,E09000002
2018-05-22,2017-12-31,local-authority-eng:BDG,LBBD02,Collior Row EcoGrove,https://data.london.gov.uk/dataset/brownfield-land-register,,mixed ownership,permissioned,,,51.59391,0.14618,3.98,,,2017-12-31,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barking and Dagenham,E09000002
2018-05-22,2017-12-31,local-authority-eng:BDG,LBBD03,Leys Estate Renewal,https://data.london.gov.uk/dataset/brownfield-land-register,,owned by a public authority,permissioned,,,51.536696,0.166372,3.08,,,2017-12-31,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barking and Dagenham,E09000002
2018-05-22,2017-12-31,local-authority-eng:BDG,LBBD04,Blake Avenue,https://data.london.gov.uk/dataset/brownfield-land-register,,not owned by a public authority,permissioned,,,51.533302,0.094751,0.1,,,2017-12-31,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barking and Dagenham,E09000002
2018-05-22,2017-12-31,local-authority-eng:BDG,LBBD05,The Britannia Ph,https://data.london.gov.uk/dataset/brownfield-land-register,,not owned by a public authority,permissioned,,,51.542533,0.077335,0.09,,,2017-12-31,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barking and Dagenham,E09000002
2018-05-22,2017-12-31,local-authority-eng:BDG,LBBD06,"Lymington Fields, Phase 2",https://data.london.gov.uk/dataset/brownfield-land-register,,not owned by a public authority,permissioned,,,51.564993,0.139609,6.24,,,2017-12-31,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barking and Dagenham,E09000002
2018-05-22,2017-12-31,local-authority-eng:BDG,LBBD07,Gascoigne East Estate Renewal,https://data.london.gov.uk/dataset/brownfield-land-register,,mixed ownership,permissioned,,,51.532137,0.083451,14.7,,,2017-12-31,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barking and Dagenham,E09000002
2018-05-22,2017-12-31,local-authority-eng:BDG,LBBD08,Merrielands Development Site,https://data.london.gov.uk/dataset/brownfield-land-register,,not owned by a public authority,pending decision,,,51.529924,0.145808,1.65,,,2017-12-31,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barking and Dagenham,E09000002
2018-05-22,2017-12-31,local-authority-eng:BDG,LBBD09,Land Adjacent To 25-27 Eldred Road,https://data.london.gov.uk/dataset/brownfield-land-register,,not owned by a public authority,permissioned,,,51.534832,0.089416,0.04,,,2017-12-31,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barking and Dagenham,E09000002
2018-05-22,2017-12-31,local-authority-eng:BDG,LBBD10,Fresh Wharf Estate,https://data.london.gov.uk/dataset/brownfield-land-register,,not owned by a public authority,permissioned,,,51.532082,0.073341,4.2,,,2017-12-31,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barking and Dagenham,E09000002
2018-05-22,2017-12-31,local-authority-eng:BDG,LBBD11,487 Rainham Road South,https://data.london.gov.uk/dataset/brownfield-land-register,,mixed ownership,permissioned,,,51.546032,0.164796,0.07,,,2017-12-31,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barking and Dagenham,E09000002
2018-05-22,2017-12-31,local-authority-eng:BDG,LBBD12,New Enterprise House-Prior,https://data.london.gov.uk/dataset/brownfield-land-register,,mixed ownership,permissioned,,,51.572255,0.136746,0.75,,,2017-12-31,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barking and Dagenham,E09000002
2018-05-22,2017-12-31,local-authority-eng:BDG,LBBD13,New Enterprise House 149-151-Full Planning,https://data.london.gov.uk/dataset/brownfield-land-register,,mixed ownership,permissioned,,,51.572313,0.136782,0.3,,,2017-12-31,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barking and Dagenham,E09000002
2018-05-22,2017-12-31,local-authority-eng:BDG,LBBD14,56 Longbridge,https://data.london.gov.uk/dataset/brownfield-land-register,,not owned by a public authority,permissioned,,,51.540496,0.08314,0.01,,,2017-12-31,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barking and Dagenham,E09000002
2018-05-22,2017-12-31,local-authority-eng:BDG,LBBD15,174-176 Ripple Road,https://data.london.gov.uk/dataset/brownfield-land-register,,not owned by a public authority,permissioned,,,51.533942,0.084391,0.04,,,2017-12-31,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barking and Dagenham,E09000002
2018-05-22,2017-12-31,local-authority-eng:BDG,LBBD16,Former Barking Police Station,https://data.london.gov.uk/dataset/brownfield-land-register,,not owned by a public authority,permissioned,,,51.537326,0.079866,0.11,,,2017-12-31,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barking and Dagenham,E09000002
2018-05-22,2017-12-31,local-authority-eng:BDG,LBBD17,"Elim Pentecostal Church, 194 Ripple Road, Barking",https://data.london.gov.uk/dataset/brownfield-land-register,,not owned by a public authority,permissioned,,,51.534001,0.085708,0.06,,,2017-12-31,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barking and Dagenham,E09000002
2018-05-22,2017-12-31,local-authority-eng:BDG,LBBD18,"16-48 Cambridge Road, Barking",https://data.london.gov.uk/dataset/brownfield-land-register,,not owned by a public authority,permissioned,,,51.539638,0.079308,0.29,,,2017-12-31,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barking and Dagenham,E09000002
2018-05-22,2017-12-31,local-authority-eng:BDG,LBBD19,Abbey Industrial Site,https://data.london.gov.uk/dataset/brownfield-land-register,,not owned by a public authority,permissioned,,,51.532276,0.075599,0.36,,,2017-12-31,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barking and Dagenham,E09000002
2018-05-22,2017-12-31,local-authority-eng:BDG,LBBD20,"Ground To second Floors, 6-8 Town Quay, Barking",https://data.london.gov.uk/dataset/brownfield-land-register,,not owned by a public authority,permissioned,,,51.533454,0.074812,0.06,,,2017-12-31,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barking and Dagenham,E09000002
2018-05-22,2017-12-31,local-authority-eng:BDG,LBBD21,Abbey Retail Park-Be Here,https://data.london.gov.uk/dataset/brownfield-land-register,,not owned by a public authority,permissioned,,,51.5354,0.073333,1.35,,,2017-12-31,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barking and Dagenham,E09000002
2018-05-22,2017-12-31,local-authority-eng:BDG,LBBD22,North Street,https://data.london.gov.uk/dataset/brownfield-land-register,,owned by a public authority,permissioned,,,51.538961,0.075283,0.23,,,2017-12-31,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barking and Dagenham,E09000002
2018-05-22,2017-12-31,local-authority-eng:BDG,LBBD23,Ilchester Road Garages,https://data.london.gov.uk/dataset/brownfield-land-register,,owned by a public authority,permissioned,,,51.548293,0.115834,0.09,,,2017-12-31,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barking and Dagenham,E09000002
2018-05-22,2017-12-31,local-authority-eng:BDG,LBBD24,Fitzstephen Road Garages,https://data.london.gov.uk/dataset/brownfield-land-register,,owned by a public authority,permissioned,,,51.547525,0.121972,0.1,,,2017-12-31,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barking and Dagenham,E09000002
2018-05-22,2017-12-31,local-authority-eng:BDG,LBBD25,Land To The Rear Of 243-245 High Road,https://data.london.gov.uk/dataset/brownfield-land-register,,not owned by a public authority,permissioned,,,51.573104,0.142588,0.3,,,2017-12-31,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barking and Dagenham,E09000002
2018-05-22,2017-12-31,local-authority-eng:BDG,LBBD26,9-10 The Triangle,https://data.london.gov.uk/dataset/brownfield-land-register,,not owned by a public authority,permissioned,,,51.543608,0.077865,0.05,,,2017-12-31,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barking and Dagenham,E09000002
2018-05-22,2017-12-31,local-authority-eng:BDG,LBBD27,Land To The Rear Of The Old Vicarage,https://data.london.gov.uk/dataset/brownfield-land-register,,not owned by a public authority,permissioned,,,51.540359,0.16232,0.48,,,2017-12-31,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barking and Dagenham,E09000002
2018-05-22,2017-12-31,local-authority-eng:BDG,LBBD28,Kingsbridge,https://data.london.gov.uk/dataset/brownfield-land-register,,mixed ownership,permissioned,,,51.530404,0.086327,0.32,,,2017-12-31,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barking and Dagenham,E09000002
2018-05-22,2017-12-31,local-authority-eng:BDG,LBBD29,3 Station Road,https://data.london.gov.uk/dataset/brownfield-land-register,,not owned by a public authority,permissioned,,,51.570352,0.130741,0.04,,,2017-12-31,,,de3918b3af88df0eebce7fbb3f8bc36f571f59fda90470f9b1e8bee3145f8ca0,London Borough of Barking and Dagenham,E09000002
