resource-date,entry-date,organisation,site,site-address,site-plan-url,deliverable,ownership,planning-permission-status,planning-permission-type,hazardous-substances,latitude,longitude,hectares,minimum-net-dwellings,maximum-net-dwellings,start-date,end-date,notes,resource,name
2018-05-22,2017-12-17,local-authority-eng:NBL,0018x,"Land South West of Swanfield Park, Alnwick (brownfield parcel)",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,,not owned by a public authority,not permissioned,,,55.401865,-1.719469,0.48,5,5,2017-12-17,,Application refused for change of use from builders yard and stable to a single dwelling on part of site - 15/02778/FUL,51fd36daf72b8b22fcaff19185e18c31456457ac8116b866c28959be3c69eb1a,Northumberland County Council
2018-05-22,2017-12-17,local-authority-eng:NBL,0055,"North of Station House, Christon Bank",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,,not owned by a public authority,not permissioned,,,55.502911,-1.664724,1.4,5,5,2016-06-30,,No relevant planning history,51fd36daf72b8b22fcaff19185e18c31456457ac8116b866c28959be3c69eb1a,Northumberland County Council
2018-05-22,2017-12-17,local-authority-eng:NBL,0057,"West of Nursery, Craster",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,,not owned by a public authority,permissioned,outline planning permission,,55.472134,-1.595414,0.23,6,6,2016-06-30,,Extant planning permission for proposed redevelopment of land and buildings for 6 dwellings - 14/04120/OUT. Development yet to commence. Previous application refused for a single dwelling on part of the SHLAA site.,51fd36daf72b8b22fcaff19185e18c31456457ac8116b866c28959be3c69eb1a,Northumberland County Council
2018-05-22,2017-12-17,local-authority-eng:NBL,0230,"Allerburn House, Alnwick",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,yes,owned by a public authority,permissioned,full planning permission,,55.412777,-1.69491,1.32,20,20,2016-06-30,,Scheme permitted to provide 20 dwellings through combination of conversion (10 units) and new-build (10 units) - 16/03770/FUL. Development yet to commence,51fd36daf72b8b22fcaff19185e18c31456457ac8116b866c28959be3c69eb1a,Northumberland County Council
2018-05-22,2017-12-17,local-authority-eng:NBL,0280x,"Walkergate, Alnwick (brownfield parcel)",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,yes,not owned by a public authority,permissioned,full planning permission,,55.417361,-1.710008,0.32,5,5,2017-12-17,,Construction of 15 residential dwellings and associated landscaping and infrastructure approved - A/2010/0450. Permission technically implemented through site works although residential aspect of development has yet to commence - consent will remain live and will not lapse,51fd36daf72b8b22fcaff19185e18c31456457ac8116b866c28959be3c69eb1a,Northumberland County Council
2018-05-22,2017-12-17,local-authority-eng:NBL,0282x,"Dukes Middle School, Hope House Lane, Alnwick (brownfield parcel)",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,,owned by a public authority,not permissioned,,,55.409192,-1.705977,0.8,22,22,2017-12-17,,No relevant planning history,51fd36daf72b8b22fcaff19185e18c31456457ac8116b866c28959be3c69eb1a,Northumberland County Council
2018-05-22,2017-12-17,local-authority-eng:NBL,0285,"Corn Exchange, Alnwick",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,,not owned by a public authority,not permissioned,,,55.412408,-1.705669,0.12,5,5,2016-06-30,,Change of use application permitted for alterations from cinema to public house - 13/02501/FUL,51fd36daf72b8b22fcaff19185e18c31456457ac8116b866c28959be3c69eb1a,Northumberland County Council
2018-05-22,2017-12-17,local-authority-eng:NBL,0286,"Roxbro Place, Alnwick",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,,not owned by a public authority,not permissioned,,,55.412541,-1.704989,0.14,6,6,2016-06-30,,No relevant planning history,51fd36daf72b8b22fcaff19185e18c31456457ac8116b866c28959be3c69eb1a,Northumberland County Council
2018-05-22,2017-12-17,local-authority-eng:NBL,0346,"Bus Depot, Lisburn Terrace, Alnwick",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,,not owned by a public authority,not permissioned,,,55.41102,-1.711128,0.25,10,10,2016-06-30,,Site identified as an allocation for approximately 10 homes through the Alnwick and Denwick Neighbourhood Plan - Site H2-7. Previous proposal for development of a 3-storey 88-bed residential care home (C2 -use) allowed on appeal following refusal but not implemented - 13/01276/FUL,51fd36daf72b8b22fcaff19185e18c31456457ac8116b866c28959be3c69eb1a,Northumberland County Council
2018-05-22,2017-12-17,local-authority-eng:NBL,0382x,"St Johns Roman Catholic School, Lisburn Terrace, Alnwick (brownfield parcel)",http://northumberland.maps.arcgis.com/apps/webappviewer/index.html?id=c1b801d50f8040efbf8c9bc9f916cfae,yes,,permissioned,full planning permission,,55.410057,-1.710851,0.49,17,17,2017-12-17,,Latest application for revised scheme of 24 homes approved October 2017 (post latest SHLAA update)- 16/02211/FUL. This updates previous residential scheme of 29 units permitted but yet to commence - A/2009/0034. Revised proposal (16/02211/FUL) covers Sites 0382 and 8081 - former is majority brownfield whereas latter is greenfield.,51fd36daf72b8b22fcaff19185e18c31456457ac8116b866c28959be3c69eb1a,Northumberland County Council
